Gene,Accession,t_stat,p_value,q_value,mean_diff,cohen_d,abs_t
JUN V-jun avian sarcoma virus 17 oncogene homolog,U65928_at,4.507282926481499,0.0001015615357723385,0.007074276559272304,229.010101010101,1.0437455927480463,4.507282926481499
BLK Protein-tyrosine kinase blk,S76617_at,4.495046048156342,0.00010220935413172217,0.007074276559272304,677.3198653198654,1.0446180907167695,4.495046048156342
ZNF135 Zinc finger protein 135 (clone pHZ-17),U09413_at,4.375607249341652,0.00011188643630896368,0.007317783527033046,65.9090909090909,1.2179604705164429,4.375607249341652
SON SON DNA binding protein,X63753_at,4.436571833289041,0.0001084260506782564,0.007317783527033046,412.10774410774417,1.0469022420679135,4.436571833289041
Nucleoside-diphosphate kinase,Y07604_at,-4.676812316266603,0.00011147402542227135,0.007317783527033046,-841.6094276094275,-1.544223498869682,4.676812316266603
Heat Shock Protein; 70 Kda (Gb:Y00371),HG2855-HT2995_at,4.526204728303152,0.00011040069764895644,0.007317783527033046,1107.5993265993266,1.389106541210218,4.526204728303152
Zinc Finger Protein Hzf4,HG4126-HT4396_at,4.358965830969097,0.0001072826832654402,0.007317783527033046,139.35353535353534,1.0933289926514618,4.358965830969097
SERINE/THREONINE PROTEIN PHOSPHATASE 2B CATALYTIC SUBUNIT; BETA ISOFORM,M29551_at,4.441949389019606,0.0001095757456588848,0.007317783527033046,206.16835016835017,1.2953900836197123,4.441949389019606
RIBONUCLEOSIDE-DIPHOSPHATE REDUCTASE M1 CHAIN,X59543_at,4.328641727253988,0.00011602234424804643,0.007451561190489397,167.9057239057239,1.0941102475339008,4.328641727253988
ACYLPHOSPHATASE; ORGAN-COMMON TYPE ISOZYME,X84194_at,4.378745732326751,0.00011566347390433046,0.007451561190489397,96.26262626262627,1.2352525653629767,4.378745732326751
T-COMPLEX PROTEIN 1; GAMMA SUBUNIT,X74801_at,4.4599900853039,0.00011978123113388044,0.007624289256727086,648.4747474747475,1.0281940744040148,4.4599900853039
PCNA Proliferating cell nuclear antigen,M15796_at,4.362868150356324,0.00012146984883669206,0.007663350020856439,382.44444444444446,1.2319646932476196,4.362868150356324
Low-Mr GTP-binding protein (RAB31) mRNA,U59877_s_at,-4.391778936471777,0.00012347493697242152,0.007721516014705202,-408.1717171717172,-1.273944687754098,4.391778936471777
PRKAR1A CAMP-dependent protein kinase regulatory subunit type I,M33336_at,4.334085488092509,0.00012511690930648564,0.007743061950350852,760.043771043771,1.0550214312702413,4.334085488092509
GB DEF = Imogen 38,Z68747_at,4.350076003448829,0.00012599175006883137,0.007743061950350852,143.2323232323232,1.045236666615494,4.350076003448829
KAI1 Kangai 1 (suppression of tumorigenicity 6; prostate; CD82 antigen (R2 leukocyte antigen; antigen detected by monoclonal and antibody IA4)),U77948_at,4.289468399072007,0.00012934461426891304,0.007881177394214367,619.936026936027,1.129006353810157,4.289468399072007
FTL Ferritin; light polypeptide,M11147_at,-5.10789686464671,0.00013174904213932064,0.007959651876366243,-8952.720538720538,-2.0582873704976015,5.10789686464671
KIAA0225 gene; partial cds,D86978_at,4.280518026458125,0.00013293373427557324,0.007963736064290433,226.2828282828283,1.0887328710861226,4.280518026458125
RB1 Retinoblastoma 1 (including osteosarcoma),L41870_at,4.417430171198119,0.00013766290611309537,0.00802096758948139,306.7003367003367,1.0154081152509302,4.417430171198119
GB DEF = (lambda) DNA for immunoglobin light chain,D88270_at,4.458607447291015,0.00013951465578562102,0.00802096758948139,2389.717171717172,1.0102943999194973,4.458607447291015
PRG1 Proteoglycan 1; secretory granule,X17042_at,-5.388623495711243,0.00013615774610193707,0.00802096758948139,-5465.912457912458,-2.42958600518141,5.388623495711243
Drebrin E,U00802_s_at,4.2789254883192385,0.00013539644926738128,0.00802096758948139,467.39393939393943,1.0760993374283339,4.2789254883192385
Zyxin,X95735_at,-5.805555187726972,0.00013850538326975394,0.00802096758948139,-2673.7474747474744,-3.1010984787172524,5.805555187726972
Breast cancer; estrogen regulated LIV-1 protein (LIV-1) mRNA; partial cds,U41060_at,4.335257586520164,0.00014196140626788703,0.00804201098194753,113.67676767676768,1.2510317215928246,4.335257586520164
GLYCYLPEPTIDE N-TETRADECANOYLTRANSFERASE,U79285_at,4.255002440453284,0.0001432648891439664,0.00804201098194753,302.15824915824913,1.0832529960646033,4.255002440453284
ORF mRNA,M68864_at,4.4019118729615245,0.00014260844073118824,0.00804201098194753,677.2895622895624,1.3289987004589519,4.4019118729615245
Butyrophilin (BTF5) mRNA,U90552_s_at,4.330147209187729,0.00014757634805481843,0.00821931082252188,533.5387205387206,1.257600552454815,4.330147209187729
KIAA0200 gene,D83785_at,4.2312501665814155,0.0001528397366723808,0.008417032950911988,277.10437710437714,1.1019860504723695,4.2312501665814155
Thymopoietin (TMPO) gene,U18271_cds3_s_at,4.30263257950207,0.00015540524560058786,0.008417032950911988,211.7138047138047,1.018550259240074,4.30263257950207
LBR Lamin B receptor,L25931_s_at,4.275250928106142,0.00016332655909579347,0.008417032950911988,578.5353535353536,1.017493774137009,4.275250928106142
Transcription factor SIM2 long form mRNA,U80457_at,4.29864875038288,0.00016411384207837935,0.008417032950911988,394.61952861952864,1.2542686110663601,4.29864875038288
MDH1 Malate dehydrogenase 1; NAD (soluble),D55654_at,4.213887236347066,0.0001622057570922052,0.008417032950911988,1017.6666666666667,1.0697549036641476,4.213887236347066
ZNF42 Zinc finger protein 42 (myeloid-specific retinoic acid-responsive),M58297_at,4.570998038086965,0.00015725448936127767,0.008417032950911988,311.31313131313135,1.5333123410909868,4.570998038086965
FNTA Farnesyltransferase; CAAX box; alpha,L10413_at,4.307775920925812,0.00016155944911753104,0.008417032950911988,797.8989898989898,1.0103806522669785,4.307775920925812
CUL-2 (cul-2) mRNA,U83410_at,4.223250725682143,0.00016054287387224413,0.008417032950911988,105.8114478114478,1.058076369447046,4.223250725682143
ERC-55 mRNA,X78669_at,4.273319497459659,0.00015634187033315323,0.008417032950911988,123.76094276094275,1.2047554191888041,4.273319497459659
TCF11 Transcription factor 11 (basic leucine zipper type),X77366_at,4.394455107968458,0.00016339476706324626,0.008417032950911988,197.40067340067338,1.3602096130161492,4.394455107968458
GB DEF = Retinoblastoma susceptibility protein (RB1) L486W 4 bp deletion mutant (resulting in premature stop at amino acid 490) gene; exon 16 (L11910 bases 76983-77136),L49219_f_at,4.433136995868572,0.00015773435535395463,0.008417032950911988,84.2289562289562,1.3911584599096145,4.433136995868572
Catalase (EC 1.11.1.6) 5'flank and exon 1 mapping to chromosome 11; band p13 (and joined CDS),X04085_rna1_at,-4.931190688103541,0.00016977328194210184,0.008645098049751743,-2904.845117845118,-1.951810199438209,4.931190688103541
ACTN2 Actinin alpha 2 ,M86406_at,4.770483966501474,0.00017390434172794285,0.008709010939001463,285.2323232323232,1.77731096455016,4.770483966501474
Lamin B gene extracted from Human lamin B mRNA,M34458_rna1_s_at,4.194718775375496,0.00017469330400858593,0.008709010939001463,216.44107744107743,1.050582098593702,4.194718775375496
Clone 23721 mRNA sequence,U79291_at,4.198215838978856,0.0001726974898425256,0.008709010939001463,156.96969696969694,1.052232302711219,4.198215838978856
CDC10 Cell division cycle 10 (homologous to CDC10 of S. cerevisiae,S72008_at,4.185348122819875,0.00017671211868572313,0.008748477042434167,601.9898989898988,1.1066983196705782,4.185348122819875
ATP6C Vacuolar H+ ATPase proton channel subunit,M62762_at,-5.123114941475253,0.00018114692443575253,0.008906182236568826,-1831.952861952862,-2.220732043716746,5.123114941475253
TCRA T cell receptor alpha-chain,M12959_s_at,4.310504344141443,0.000187470395619527,0.009153948290216493,1359.9966329966328,0.9883153196471648,4.310504344141443
HnRNP F protein mRNA,L28010_at,4.1815615379134226,0.00018915419525983524,0.009173335088485479,609.4141414141415,1.027777700910398,4.1815615379134226
RNA-binding protein CUG-BP/hNab50 (NAB50) mRNA,U63289_at,-4.436538771861026,0.0001935779759422924,0.00932444182765272,-109.66666666666667,-1.4534561447036256,4.436538771861026
Platelet activating factor acetylhydrolase IB gamma-subunit,D63391_at,4.4472868466128235,0.00019721767865066883,0.009436005577856498,448.06734006734007,1.4702555421506789,4.4472868466128235
NT5 5' nucleotidase (CD73),D38524_at,4.2012218513203905,0.00020285856633941142,0.009641191462891092,256.8282828282828,0.9984355662493875,4.2012218513203905
GB DEF = Type A plasminogen related gene; exon 3 and complete cds,M86873_s_at,4.209020817850568,0.00020469795805291518,0.009664183728206837,71.69360269360268,1.218103703171409,4.209020817850568
GB DEF = Alpha-1-antitrypsin-related protein gene; exons 3; 4 and 5,M19684_at,-4.214421768259859,0.0002081467777396684,0.009762357753329579,-287.5589225589226,-1.230550681159184,4.214421768259859
KIAA0028 gene; partial cds,D21851_at,4.214313176835904,0.00021185604958381973,0.009871384166555888,60.57575757575758,1.2363192713209905,4.214313176835904
Amyloid precursor protein-binding protein 1 mRNA,U50939_at,4.157734251926706,0.0002202078568891906,0.010150479914612268,275.3703703703703,0.9972613075936931,4.157734251926706
LEPR Leptin receptor,Y12670_at,-5.324928168261518,0.00022069355965281267,0.010150479914612268,-883.3063973063973,-2.6447451363715655,5.324928168261518
TRANSCRIPTION INITIATION FACTOR IIF; BETA SUBUNIT,X16901_at,4.250728471066032,0.00022358704711631888,0.010152560884663932,36.73400673400673,1.2956687583940805,4.250728471066032
Dihydrofolate Reductase; Alt. Splice 6,HG2846-HT2983_at,4.1171761818383565,0.00022254821970405121,0.010152560884663932,199.54545454545453,1.0226995565000576,4.1171761818383565
Testis specific leucine rich repeat protein (TSLRP),U60666_at,-4.3162163007373975,0.00022754251503276767,0.010202204966469185,-130.02356902356905,-1.3728251575267476,4.3162163007373975
Novel T-cell activation protein,X94232_at,4.0964601607515405,0.00022734022634763394,0.010202204966469185,419.7777777777778,1.0635716284188137,4.0964601607515405
OBF-1 mRNA for octamer binding factor 1,Z49194_at,4.234175509573466,0.00023903089806517414,0.010447184018137292,449.5353535353536,0.9659287865782119,4.234175509573466
Putative MT4-MMP protein,X89576_at,4.083269098110071,0.00023768820687526372,0.010447184018137292,261.58922558922563,1.0748144369294037,4.083269098110071
Importin beta subunit mRNA,L38951_at,4.0822027230202815,0.0002392902935571262,0.010447184018137292,653.5454545454545,1.0347542212705068,4.0822027230202815
Poly(ADP-ribose) glycohydrolase (hPARG) mRNA,AF005043_at,4.075831714390213,0.0002416398820406319,0.010447184018137292,55.15151515151514,1.048959383249838,4.075831714390213
GTBP DNA G/T mismatch-binding protein,U73737_at,4.222409992796808,0.0002417990409584308,0.010447184018137292,306.5589225589226,0.9657951904554563,4.222409992796808
PKD2 Autosomal dominant polycystic kidney disease type II,U50928_at,4.219186941870737,0.00023768847807930857,0.010447184018137292,247.07407407407408,0.9684820032370206,4.219186941870737
IMMUNODEFICIENCY VIRUS TYPE I ENHANCER-BINDING PROTEIN 2,X65644_at,4.217811583837055,0.0002498303563280174,0.010601432203943073,181.65319865319864,1.29270794572548,4.217811583837055
